Reading,Timestamp,DateTime,ObjectTemp_C,AmbientTemp_C,TempDiff_C,TestType,DeviceID,Notes
26,30913,2025-07-10T14:44:57.036044,43.68999,28.64999,15.040000000000003,warmup,ESP32_MLX90614_01,
27,31969,2025-07-10T14:44:58.095549,43.36999,28.67001,14.69998,warmup,ESP32_MLX90614_01,
28,33021,2025-07-10T14:44:59.826007,43.36999,28.67001,14.69998,warmup,ESP32_MLX90614_01,
29,34758,2025-07-10T14:45:01.066554,43.39001,28.69,14.700009999999995,warmup,ESP32_MLX90614_01,
30,35998,2025-07-10T14:45:02.125984,43.42999,28.67001,14.759979999999995,warmup,ESP32_MLX90614_01,
31,37053,2025-07-10T14:45:03.216012,43.46999,28.69,14.779990000000002,warmup,ESP32_MLX90614_01,
32,38149,2025-07-10T14:45:04.446508,43.57,28.73001,14.83999,warmup,ESP32_MLX90614_01,
33,39372,2025-07-10T14:45:05.675780,43.49001,28.74999,14.740019999999998,warmup,ESP32_MLX90614_01,
34,40608,2025-07-10T14:45:06.906141,43.33001,28.73001,14.600000000000001,warmup,ESP32_MLX90614_01,
35,41838,2025-07-10T14:45:07.965804,43.33001,28.74999,14.580020000000001,warmup,ESP32_MLX90614_01,
36,42890,2025-07-10T14:45:09.656597,43.30999,28.69,14.619989999999998,warmup,ESP32_MLX90614_01,
37,44588,2025-07-10T14:45:10.716252,43.36999,28.79,14.579990000000002,warmup,ESP32_MLX90614_01,
38,45648,2025-07-10T14:45:11.776124,43.39001,28.77001,14.619999999999997,warmup,ESP32_MLX90614_01,
39,46755,2025-07-10T14:45:13.055843,43.33001,28.77001,14.560000000000002,warmup,ESP32_MLX90614_01,
40,47988,2025-07-10T14:45:14.117191,43.30999,28.77001,14.53998,warmup,ESP32_MLX90614_01,
41,49043,2025-07-10T14:45:15.166392,43.58999,28.77001,14.819980000000001,warmup,ESP32_MLX90614_01,
42,50093,2025-07-10T14:45:16.225486,43.63,28.79,14.840000000000003,warmup,ESP32_MLX90614_01,
43,51157,2025-07-10T14:45:17.655521,43.39001,28.80999,14.580019999999998,warmup,ESP32_MLX90614_01,
44,52581,2025-07-10T14:45:18.716380,43.49001,28.83001,14.659999999999997,warmup,ESP32_MLX90614_01,
45,53642,2025-07-10T14:45:19.765966,43.52999,28.80999,14.719999999999999,warmup,ESP32_MLX90614_01,
46,54692,2025-07-10T14:45:20.826110,43.49001,28.79,14.700009999999999,warmup,ESP32_MLX90614_01,
47,55752,2025-07-10T14:45:21.875626,43.61001,28.85,14.760010000000001,warmup,ESP32_MLX90614_01,
48,56802,2025-07-10T14:45:22.926287,43.58999,28.80999,14.780000000000001,warmup,ESP32_MLX90614_01,
49,57857,2025-07-10T14:45:23.996182,43.41,28.86999,14.540009999999995,warmup,ESP32_MLX90614_01,
50,58923,2025-07-10T14:45:25.045890,43.42999,28.85,14.579989999999995,warmup,ESP32_MLX90614_01,
51,59974,2025-07-10T14:45:26.095504,43.68999,28.86999,14.82,warmup,ESP32_MLX90614_01,
52,61022,2025-07-10T14:45:27.146348,43.51,28.85,14.659999999999997,warmup,ESP32_MLX90614_01,
53,62072,2025-07-10T14:45:28.206105,43.49001,28.86999,14.620019999999997,warmup,ESP32_MLX90614_01,
54,63134,2025-07-10T14:45:29.926211,43.58999,28.86999,14.719999999999999,warmup,ESP32_MLX90614_01,
55,64859,2025-07-10T14:45:30.995758,43.36999,28.86999,14.5,warmup,ESP32_MLX90614_01,
56,65923,2025-07-10T14:45:32.045612,43.79,28.89001,14.899989999999999,warmup,ESP32_MLX90614_01,
57,66972,2025-07-10T14:45:33.116536,43.39001,28.89001,14.499999999999996,warmup,ESP32_MLX90614_01,
58,68042,2025-07-10T14:45:34.946452,43.36999,28.89001,14.479980000000001,warmup,ESP32_MLX90614_01,
59,70063,2025-07-10T14:45:36.396646,43.39001,28.89001,14.499999999999996,warmup,ESP32_MLX90614_01,
60,71325,2025-07-10T14:45:37.456444,43.61001,28.91,14.700010000000002,warmup,ESP32_MLX90614_01,
61,72383,2025-07-10T14:45:38.546524,43.42999,28.91,14.519989999999996,warmup,ESP32_MLX90614_01,
62,73473,2025-07-10T14:45:39.765775,43.33001,28.92999,14.400020000000001,warmup,ESP32_MLX90614_01,
63,74697,2025-07-10T14:45:40.816426,43.63,28.92999,14.700010000000002,warmup,ESP32_MLX90614_01,
64,75743,2025-07-10T14:45:41.865839,43.33001,28.97,14.360010000000003,warmup,ESP32_MLX90614_01,
65,76792,2025-07-10T14:45:42.925570,43.61001,28.97,14.640010000000004,warmup,ESP32_MLX90614_01,
66,77851,2025-07-10T14:45:43.975552,43.61001,28.99002,14.619990000000001,warmup,ESP32_MLX90614_01,
67,78901,2025-07-10T14:45:45.615699,43.67001,28.97,14.700009999999999,warmup,ESP32_MLX90614_01,
68,80543,2025-07-10T14:45:46.675394,43.58999,28.97,14.619990000000001,warmup,ESP32_MLX90614_01,
69,81606,2025-07-10T14:45:47.736389,43.68999,28.99002,14.69997,warmup,ESP32_MLX90614_01,
70,82664,2025-07-10T14:45:48.785646,43.63,29.01,14.620000000000001,warmup,ESP32_MLX90614_01,
71,83721,2025-07-10T14:45:49.845447,43.63,29.02999,14.600010000000001,warmup,ESP32_MLX90614_01,
72,84772,2025-07-10T14:45:50.905724,43.58999,29.01,14.579989999999999,warmup,ESP32_MLX90614_01,
73,85833,2025-07-10T14:45:51.967226,43.52999,29.05001,14.479979999999998,warmup,ESP32_MLX90614_01,
74,86894,2025-07-10T14:45:53.585612,43.33001,29.02999,14.30002,warmup,ESP32_MLX90614_01,
75,88512,2025-07-10T14:45:54.825553,43.29,29.02999,14.260009999999998,warmup,ESP32_MLX90614_01,
76,89752,2025-07-10T14:45:56.056410,43.51,29.01,14.499999999999996,warmup,ESP32_MLX90614_01,
77,90983,2025-07-10T14:45:57.116166,43.49001,29.02999,14.460019999999997,warmup,ESP32_MLX90614_01,
78,92045,2025-07-10T14:45:58.216604,43.52999,29.05001,14.479979999999998,warmup,ESP32_MLX90614_01,
79,93143,2025-07-10T14:45:59.266057,43.46999,29.05001,14.419980000000002,warmup,ESP32_MLX90614_01,
80,94193,2025-07-10T14:46:00.315890,43.46999,29.02999,14.440000000000001,warmup,ESP32_MLX90614_01,
81,95244,2025-07-10T14:46:01.396591,43.79,29.08999,14.700009999999999,warmup,ESP32_MLX90614_01,
82,96323,2025-07-10T14:46:02.815980,43.52999,29.05001,14.479979999999998,warmup,ESP32_MLX90614_01,
83,97744,2025-07-10T14:46:03.865391,43.13,29.08999,14.040010000000002,warmup,ESP32_MLX90614_01,
84,98797,2025-07-10T14:46:04.915399,43.41,29.08999,14.320009999999996,warmup,ESP32_MLX90614_01,
85,99841,2025-07-10T14:46:05.965405,43.61001,29.07,14.540010000000002,warmup,ESP32_MLX90614_01,
86,100892,2025-07-10T14:46:07.036447,43.33001,29.07,14.260010000000001,warmup,ESP32_MLX90614_01,
87,101964,2025-07-10T14:46:08.087322,43.30999,29.08999,14.219999999999999,warmup,ESP32_MLX90614_01,
88,103013,2025-07-10T14:46:09.135982,43.17001,29.08999,14.080019999999998,warmup,ESP32_MLX90614_01,
89,104070,2025-07-10T14:46:10.195815,43.49001,29.11001,14.379999999999999,warmup,ESP32_MLX90614_01,
90,105122,2025-07-10T14:46:11.245519,43.18999,29.11001,14.079980000000003,warmup,ESP32_MLX90614_01,
91,106173,2025-07-10T14:46:12.406110,43.42999,29.11001,14.319979999999997,warmup,ESP32_MLX90614_01,
92,107335,2025-07-10T14:46:13.455881,43.46999,29.08999,14.380000000000003,warmup,ESP32_MLX90614_01,
93,108382,2025-07-10T14:46:15.086154,43.49001,29.13,14.360009999999999,warmup,ESP32_MLX90614_01,
94,110012,2025-07-10T14:46:16.138050,43.41,29.14999,14.260009999999998,warmup,ESP32_MLX90614_01,
95,111065,2025-07-10T14:46:17.856029,43.46999,29.14999,14.320000000000004,warmup,ESP32_MLX90614_01,
96,112783,2025-07-10T14:46:18.916388,43.51,29.11001,14.399989999999999,warmup,ESP32_MLX90614_01,
97,113849,2025-07-10T14:46:19.975412,43.46999,29.20999,14.260000000000002,warmup,ESP32_MLX90614_01,
98,114903,2025-07-10T14:46:21.027672,43.52999,29.14999,14.379999999999999,warmup,ESP32_MLX90614_01,
99,115956,2025-07-10T14:46:22.075493,43.51,29.14999,14.360009999999999,warmup,ESP32_MLX90614_01,
100,117003,2025-07-10T14:46:23.786709,43.42999,29.14999,14.279999999999998,warmup,ESP32_MLX90614_01,
101,118909,2025-07-10T14:46:25.035836,43.58999,29.23001,14.35998,warmup,ESP32_MLX90614_01,
102,119962,2025-07-10T14:46:26.466238,43.33001,29.23001,14.100000000000001,warmup,ESP32_MLX90614_01,
103,121393,2025-07-10T14:46:27.695573,43.39001,29.19,14.200009999999995,warmup,ESP32_MLX90614_01,
104,122622,2025-07-10T14:46:28.925485,43.41,29.20999,14.200009999999995,warmup,ESP32_MLX90614_01,
105,123852,2025-07-10T14:46:29.975469,43.51,29.23001,14.279989999999998,warmup,ESP32_MLX90614_01,
106,124903,2025-07-10T14:46:31.025378,43.11001,29.23001,13.880000000000003,warmup,ESP32_MLX90614_01,
107,125952,2025-07-10T14:46:32.076062,43.42999,29.20999,14.219999999999995,warmup,ESP32_MLX90614_01,
108,127003,2025-07-10T14:46:33.135331,43.63,29.20999,14.420010000000001,warmup,ESP32_MLX90614_01,
109,128061,2025-07-10T14:46:34.745956,43.39001,29.23001,14.159999999999997,warmup,ESP32_MLX90614_01,
110,129674,2025-07-10T14:46:35.795417,43.13,29.20999,13.920010000000001,warmup,ESP32_MLX90614_01,
111,130721,2025-07-10T14:46:36.845375,43.30999,29.24999,14.059999999999999,warmup,ESP32_MLX90614_01,
112,131773,2025-07-10T14:46:37.935365,43.58999,29.24999,14.34,warmup,ESP32_MLX90614_01,
113,132862,2025-07-10T14:46:39.366357,43.42999,29.23001,14.199979999999996,warmup,ESP32_MLX90614_01,
114,134293,2025-07-10T14:46:40.415937,43.52999,29.23001,14.299979999999998,warmup,ESP32_MLX90614_01,
115,135343,2025-07-10T14:46:42.025719,43.57,29.24999,14.32001,warmup,ESP32_MLX90614_01,
116,136954,2025-07-10T14:46:43.075645,43.67001,29.27001,14.399999999999999,warmup,ESP32_MLX90614_01,
117,138007,2025-07-10T14:46:44.315767,43.63,29.24999,14.380010000000002,warmup,ESP32_MLX90614_01,
118,139244,2025-07-10T14:46:45.365508,43.29,29.24999,14.040009999999999,warmup,ESP32_MLX90614_01,
119,140293,2025-07-10T14:46:46.436424,43.39001,29.24999,14.140019999999996,warmup,ESP32_MLX90614_01,
120,141366,2025-07-10T14:46:47.665874,43.67001,29.29,14.380009999999999,warmup,ESP32_MLX90614_01,
121,142594,2025-07-10T14:46:48.896101,43.39001,29.30999,14.080019999999998,warmup,ESP32_MLX90614_01,
122,143830,2025-07-10T14:46:51.335699,43.41,29.29,14.119999999999997,warmup,ESP32_MLX90614_01,
123,146263,2025-07-10T14:46:52.575597,43.49001,29.27001,14.219999999999999,warmup,ESP32_MLX90614_01,
124,147504,2025-07-10T14:46:53.805443,43.27001,29.27001,14.0,warmup,ESP32_MLX90614_01,
125,148733,2025-07-10T14:46:55.035751,43.70998,29.29,14.419980000000002,warmup,ESP32_MLX90614_01,
126,149962,2025-07-10T14:46:56.096693,43.39001,29.30999,14.080019999999998,warmup,ESP32_MLX90614_01,
127,151023,2025-07-10T14:46:57.185686,43.41,29.29,14.119999999999997,warmup,ESP32_MLX90614_01,
128,152116,2025-07-10T14:46:58.416143,43.36999,29.30999,14.060000000000002,warmup,ESP32_MLX90614_01,
129,153343,2025-07-10T14:46:59.475688,43.61001,29.29,14.320010000000003,warmup,ESP32_MLX90614_01,
130,154405,2025-07-10T14:47:00.525399,43.20998,29.27001,13.939970000000002,warmup,ESP32_MLX90614_01,
131,155454,2025-07-10T14:47:01.605375,43.33001,29.33001,14.0,warmup,ESP32_MLX90614_01,
132,156534,2025-07-10T14:47:03.407036,43.57,29.33001,14.239989999999999,warmup,ESP32_MLX90614_01,
133,158557,2025-07-10T14:47:04.866294,43.20998,29.30999,13.899990000000003,warmup,ESP32_MLX90614_01,
134,159793,2025-07-10T14:47:06.095431,43.49001,29.30999,14.180019999999999,warmup,ESP32_MLX90614_01,
135,161023,2025-07-10T14:47:07.325847,43.52999,29.35,14.179989999999997,warmup,ESP32_MLX90614_01,
136,162252,2025-07-10T14:47:08.556363,43.52999,29.29,14.239989999999999,warmup,ESP32_MLX90614_01,
137,163484,2025-07-10T14:47:09.606103,43.52999,29.33001,14.199979999999996,warmup,ESP32_MLX90614_01,
138,164534,2025-07-10T14:47:11.105377,43.27001,29.33001,13.939999999999998,warmup,ESP32_MLX90614_01,
139,166032,2025-07-10T14:47:13.047317,43.58999,29.35,14.239989999999999,warmup,ESP32_MLX90614_01,
140,168060,2025-07-10T14:47:14.395424,43.30999,29.33001,13.979979999999998,warmup,ESP32_MLX90614_01,
141,169322,2025-07-10T14:47:15.616644,43.57,29.35,14.219999999999999,warmup,ESP32_MLX90614_01,
142,170543,2025-07-10T14:47:16.845956,43.33001,29.35,13.98001,warmup,ESP32_MLX90614_01,
143,171774,2025-07-10T14:47:17.895426,43.33001,29.33001,14.0,warmup,ESP32_MLX90614_01,
144,172822,2025-07-10T14:47:19.005634,43.58999,29.36999,14.219999999999999,warmup,ESP32_MLX90614_01,
145,173941,2025-07-10T14:47:20.065342,43.33001,29.36999,13.96002,warmup,ESP32_MLX90614_01,
146,174992,2025-07-10T14:47:21.155432,43.58999,29.36999,14.219999999999999,warmup,ESP32_MLX90614_01,
147,176082,2025-07-10T14:47:22.375474,43.29,29.41,13.879999999999999,warmup,ESP32_MLX90614_01,
148,177309,2025-07-10T14:47:23.606371,43.67001,29.36999,14.300019999999996,warmup,ESP32_MLX90614_01,
149,178534,2025-07-10T14:47:24.835456,43.29,29.36999,13.920009999999998,warmup,ESP32_MLX90614_01,
150,179762,2025-07-10T14:47:26.065982,43.46999,29.41,14.059990000000003,warmup,ESP32_MLX90614_01,
151,180994,2025-07-10T14:47:27.286313,43.36999,29.36999,14.0,warmup,ESP32_MLX90614_01,
152,182214,2025-07-10T14:47:28.517774,43.30999,29.41,13.899989999999999,warmup,ESP32_MLX90614_01,
153,183446,2025-07-10T14:47:29.566255,43.29,29.42999,13.860009999999999,warmup,ESP32_MLX90614_01,
154,184493,2025-07-10T14:47:30.976062,43.33001,29.41,13.920010000000001,warmup,ESP32_MLX90614_01,
155,185903,2025-07-10T14:47:32.026273,43.58999,29.45001,14.139980000000001,warmup,ESP32_MLX90614_01,
156,186953,2025-07-10T14:47:33.725471,43.27001,29.36999,13.900019999999998,warmup,ESP32_MLX90614_01,
157,188652,2025-07-10T14:47:34.966333,43.30999,29.41,13.899989999999999,warmup,ESP32_MLX90614_01,
158,189894,2025-07-10T14:47:36.196425,43.36999,29.41,13.959990000000001,warmup,ESP32_MLX90614_01,
159,191124,2025-07-10T14:47:37.425880,43.33001,29.42999,13.900020000000001,warmup,ESP32_MLX90614_01,
160,192355,2025-07-10T14:47:38.655407,43.52999,29.42999,14.099999999999998,warmup,ESP32_MLX90614_01,
161,193583,2025-07-10T14:47:39.706164,43.30999,29.41,13.899989999999999,warmup,ESP32_MLX90614_01,
162,194633,2025-07-10T14:47:41.745836,43.61001,29.47,14.140010000000004,warmup,ESP32_MLX90614_01,
163,196673,2025-07-10T14:47:42.955422,43.33001,29.41,13.920010000000001,warmup,ESP32_MLX90614_01,
164,197883,2025-07-10T14:47:44.006618,43.63,29.45001,14.179990000000004,warmup,ESP32_MLX90614_01,
165,198935,2025-07-10T14:47:45.056202,43.67001,29.45001,14.219999999999999,warmup,ESP32_MLX90614_01,
166,199984,2025-07-10T14:47:46.115973,43.33001,29.42999,13.900020000000001,warmup,ESP32_MLX90614_01,
167,201045,2025-07-10T14:47:47.167462,43.33001,29.42999,13.900020000000001,warmup,ESP32_MLX90614_01,
168,202095,2025-07-10T14:47:48.215601,43.52999,29.45001,14.079979999999999,warmup,ESP32_MLX90614_01,
169,203142,2025-07-10T14:47:49.406235,43.39001,29.47,13.920009999999998,warmup,ESP32_MLX90614_01,
170,204334,2025-07-10T14:47:50.456133,43.52999,29.42999,14.099999999999998,warmup,ESP32_MLX90614_01,
171,205383,2025-07-10T14:47:51.866101,43.41,29.42999,13.980009999999996,warmup,ESP32_MLX90614_01,
172,206796,2025-07-10T14:47:53.096256,43.63,29.42999,14.200010000000002,warmup,ESP32_MLX90614_01,
173,208024,2025-07-10T14:47:54.325623,43.36999,29.45001,13.919980000000002,warmup,ESP32_MLX90614_01,
174,209253,2025-07-10T14:47:55.556256,43.46999,29.45001,14.019980000000004,warmup,ESP32_MLX90614_01,
175,210484,2025-07-10T14:47:56.786595,43.41,29.47,13.939999999999998,warmup,ESP32_MLX90614_01,
176,211714,2025-07-10T14:47:57.846146,43.41,29.47,13.939999999999998,warmup,ESP32_MLX90614_01,
177,212775,2025-07-10T14:47:58.936256,43.57,29.47,14.100000000000001,warmup,ESP32_MLX90614_01,
178,213863,2025-07-10T14:48:00.165435,43.58999,29.42999,14.16,warmup,ESP32_MLX90614_01,
179,215093,2025-07-10T14:48:01.385632,43.42999,29.47,13.959989999999998,warmup,ESP32_MLX90614_01,
180,216314,2025-07-10T14:48:02.445330,43.46999,29.45001,14.019980000000004,warmup,ESP32_MLX90614_01,
181,217372,2025-07-10T14:48:04.146371,43.46999,29.47,13.999990000000004,warmup,ESP32_MLX90614_01,
182,219075,2025-07-10T14:48:05.385683,43.58999,29.47,14.119990000000001,warmup,ESP32_MLX90614_01,
183,220313,2025-07-10T14:48:07.225647,43.52999,29.45001,14.079979999999999,warmup,ESP32_MLX90614_01,
184,222153,2025-07-10T14:48:08.455403,43.41,29.47,13.939999999999998,warmup,ESP32_MLX90614_01,
185,223386,2025-07-10T14:48:09.686375,43.41,29.49002,13.919979999999995,warmup,ESP32_MLX90614_01,
186,224614,2025-07-10T14:48:10.745888,43.41,29.51,13.899999999999995,warmup,ESP32_MLX90614_01,
187,225673,2025-07-10T14:48:11.835976,43.42999,29.49002,13.939969999999995,warmup,ESP32_MLX90614_01,
188,226765,2025-07-10T14:48:12.885344,43.57,29.49002,14.079979999999999,warmup,ESP32_MLX90614_01,
189,227813,2025-07-10T14:48:13.935317,43.63,29.51,14.120000000000001,warmup,ESP32_MLX90614_01,
190,228863,2025-07-10T14:48:14.985939,43.30999,29.49002,13.819969999999998,warmup,ESP32_MLX90614_01,
191,229914,2025-07-10T14:48:16.445477,43.11001,29.47,13.640010000000004,warmup,ESP32_MLX90614_01,
192,231374,2025-07-10T14:48:17.506121,43.61001,29.49002,14.119990000000001,warmup,ESP32_MLX90614_01,
193,232435,2025-07-10T14:48:18.596211,43.46999,29.49002,13.979970000000002,warmup,ESP32_MLX90614_01,
194,233524,2025-07-10T14:48:19.825702,43.41,29.49002,13.919979999999995,warmup,ESP32_MLX90614_01,
195,234760,2025-07-10T14:48:21.056003,43.46999,29.49002,13.979970000000002,warmup,ESP32_MLX90614_01,
196,235983,2025-07-10T14:48:22.277038,43.41,29.51,13.899999999999995,warmup,ESP32_MLX90614_01,
197,237203,2025-07-10T14:48:23.327077,43.58999,29.49002,14.099969999999999,warmup,ESP32_MLX90614_01,
198,238253,2025-07-10T14:48:25.137514,43.36999,29.52999,13.84,warmup,ESP32_MLX90614_01,
199,240253,2025-07-10T14:48:26.598212,43.58999,29.52999,14.059999999999999,warmup,ESP32_MLX90614_01,
200,241524,2025-07-10T14:48:27.807742,43.67001,29.51,14.160009999999996,warmup,ESP32_MLX90614_01,
201,242733,2025-07-10T14:48:29.038151,43.41,29.51,13.899999999999995,warmup,ESP32_MLX90614_01,
202,243965,2025-07-10T14:48:30.097815,43.73,29.52999,14.200009999999995,warmup,ESP32_MLX90614_01,
203,245023,2025-07-10T14:48:31.148864,43.33001,29.51,13.82001,warmup,ESP32_MLX90614_01,
204,246081,2025-07-10T14:48:32.219107,43.51,29.55001,13.959989999999998,warmup,ESP32_MLX90614_01,
205,247144,2025-07-10T14:48:33.278906,43.86999,29.51,14.35999,warmup,ESP32_MLX90614_01,
206,248203,2025-07-10T14:48:34.338812,43.49001,29.52999,13.960019999999997,warmup,ESP32_MLX90614_01,
207,249264,2025-07-10T14:48:36.190679,43.49001,29.52999,13.960019999999997,warmup,ESP32_MLX90614_01,
208,251305,2025-07-10T14:48:37.439886,43.57,29.55001,14.01999,warmup,ESP32_MLX90614_01,
209,252365,2025-07-10T14:48:39.269778,43.51,29.52999,13.980009999999996,warmup,ESP32_MLX90614_01,
210,254384,2025-07-10T14:48:40.510390,43.58999,29.52999,14.059999999999999,warmup,ESP32_MLX90614_01,
211,255434,2025-07-10T14:48:41.560109,43.63,29.52999,14.100010000000001,warmup,ESP32_MLX90614_01,
212,256485,2025-07-10T14:48:42.669599,43.63,29.52999,14.100010000000001,warmup,ESP32_MLX90614_01,
213,257594,2025-07-10T14:48:44.389914,43.61001,29.55001,14.060000000000002,warmup,ESP32_MLX90614_01,
214,259315,2025-07-10T14:48:45.629925,43.61001,29.51,14.100010000000001,warmup,ESP32_MLX90614_01,
215,260553,2025-07-10T14:48:46.680947,43.30999,29.52999,13.779999999999998,warmup,ESP32_MLX90614_01,
216,261604,2025-07-10T14:48:48.090781,43.46999,29.55001,13.919980000000002,warmup,ESP32_MLX90614_01,
217,263014,2025-07-10T14:48:49.320148,43.46999,29.52999,13.940000000000001,warmup,ESP32_MLX90614_01,
218,264251,2025-07-10T14:48:50.550814,43.51,29.55001,13.959989999999998,warmup,ESP32_MLX90614_01,
219,265471,2025-07-10T14:48:51.770451,43.52999,29.55001,13.979979999999998,warmup,ESP32_MLX90614_01,
220,266694,2025-07-10T14:48:53.000356,43.23,29.55001,13.679989999999997,warmup,ESP32_MLX90614_01,
221,267924,2025-07-10T14:48:54.050368,43.52999,29.57,13.959989999999998,warmup,ESP32_MLX90614_01,
222,268971,2025-07-10T14:48:55.100761,43.52999,29.55001,13.979979999999998,warmup,ESP32_MLX90614_01,
223,270025,2025-07-10T14:48:56.180285,43.49001,29.57,13.920009999999998,warmup,ESP32_MLX90614_01,
224,271103,2025-07-10T14:48:57.231546,43.46999,29.58999,13.880000000000003,warmup,ESP32_MLX90614_01,
225,272157,2025-07-10T14:48:58.530745,43.46999,29.55001,13.919980000000002,warmup,ESP32_MLX90614_01,
226,273454,2025-07-10T14:48:59.581194,43.36999,29.57,13.799990000000001,warmup,ESP32_MLX90614_01,
227,274511,2025-07-10T14:49:00.991245,43.39001,29.58999,13.800019999999996,warmup,ESP32_MLX90614_01,
228,275920,2025-07-10T14:49:02.050522,43.42999,29.55001,13.879979999999996,warmup,ESP32_MLX90614_01,
229,276976,2025-07-10T14:49:03.450864,43.33001,29.57,13.760010000000001,warmup,ESP32_MLX90614_01,
